source,target
MYBPC1,chr12-q23.2
ZW10,chr11-q23.2
TAAR9,chr6-q23.2
ARG1,chr6-q23.2
SLC2A12,chr6-q23.2
WASHC3,chr12-q23.2
GNPTAB,chr12-q23.2
TBX2,chr17-q23.2
TAAR8,chr6-q23.2
VNN2,chr6-q23.2
ENPP3,chr6-q23.2
TBPL1,chr6-q23.2
TCF21,chr6-q23.2
MED13,chr17-q23.2
MAF,chr16-q23.2
TEX43,chr5-q23.2
MEGF10,chr5-q23.2
PMCH,chr12-q23.2
KCNV1,chr8-q23.2
GRAMD2B,chr5-q23.2
SLC5A8,chr12-q23.2
CSNK1G3,chr5-q23.2
NUP37,chr12-q23.2
LMNB1,chr5-q23.2
PHAX,chr5-q23.2
SYBU,chr8-q23.2
PAH,chr12-q23.2
DYNLRB2,chr16-q23.2
DRAM1,chr12-q23.2
MARCHF3,chr5-q23.2
UTP20,chr12-q23.2
CMC2,chr16-q23.2
SNX24,chr5-q23.2
CDYL2,chr16-q23.2
SNX2,chr5-q23.2
REXO2,chr11-q23.2
NXPE1,chr11-q23.2
NXPE4,chr11-q23.2
ARL1,chr12-q23.2
ASCL1,chr12-q23.2
EBAG9,chr8-q23.2
HIF1A,chr14-q23.2
SNAPC1,chr14-q23.2
PRDM6,chr5-q23.2
TTC12,chr11-q23.2
CHPT1,chr12-q23.2
PPIC,chr5-q23.2
SYCP3,chr12-q23.2
TBX4,chr17-q23.2
NNMT,chr11-q23.2
NUTM2D,chr10-q23.2
USP32,chr17-q23.2
MARCHF10,chr17-q23.2
IGF1,chr12-q23.2
WAPL,chr10-q23.2
PAPSS2,chr10-q23.2
ATMIN,chr16-q23.2
GCSH,chr16-q23.2
BCO1,chr16-q23.2
ALDH7A1,chr5-q23.2
SYNE2,chr14-q23.2
GAN,chr16-q23.2
C11orf71,chr11-q23.2
RBM7,chr11-q23.2
MMRN2,chr10-q23.2
SNCG,chr10-q23.2
ADIRF,chr10-q23.2
FAM25A,chr10-q23.2
SHLD2,chr10-q23.2
NCAM1,chr11-q23.2
GLUD1,chr10-q23.2
C16orf46,chr16-q23.2
OR2A4,chr6-q23.2
CTAGE9,chr6-q23.2
CCN2,chr6-q23.2
AKAP7,chr6-q23.2
SYT16,chr14-q23.2
WDR89,chr14-q23.2
ENPP1,chr6-q23.2
BMPR1A,chr10-q23.2
OPN4,chr10-q23.2
EYA4,chr6-q23.2
ZNF474,chr5-q23.2
SNCAIP,chr5-q23.2
LDB3,chr10-q23.2
CEP120,chr5-q23.2
SGK1,chr6-q23.2
VANGL2,chr1-q23.2
ZBTB16,chr11-q23.2
TAAR1,chr6-q23.2
KCNJ9,chr1-q23.2
IGSF8,chr1-q23.2
CASQ1,chr1-q23.2
NCSTN,chr1-q23.2
PIGM,chr1-q23.2
COPA,chr1-q23.2
ATP1A2,chr1-q23.2
DCAF8,chr1-q23.2
OR10J5,chr1-q23.2
NHLH1,chr1-q23.2
KCNJ10,chr1-q23.2
HTR3A,chr11-q23.2
CENPN,chr16-q23.2
PARPBP,chr12-q23.2
TAAR5,chr6-q23.2
BCAS3,chr17-q23.2
ATP1A4,chr1-q23.2
PRRC1,chr5-q23.2
ZNF608,chr5-q23.2
AIM2,chr1-q23.2
CCDC192,chr5-q23.2
C5orf63,chr5-q23.2
HTR3B,chr11-q23.2
CMIP,chr16-q23.2
APCS,chr1-q23.2
CRP,chr1-q23.2
DUSP23,chr1-q23.2
FCRL6,chr1-q23.2
SLAMF8,chr1-q23.2
VSIG8,chr1-q23.2
CFAP45,chr1-q23.2
SLAMF9,chr1-q23.2
EFCAB3,chr17-q23.2
METTL2A,chr17-q23.2
MRC2,chr17-q23.2
TLK2,chr17-q23.2
TAGLN2,chr1-q23.2
PEA15,chr1-q23.2
NACA2,chr17-q23.2
INTS2,chr17-q23.2
CTXN3,chr5-q23.2
BRIP1,chr17-q23.2
C12orf42,chr12-q23.2
C17orf64,chr17-q23.2
APPBP2,chr17-q23.2
PPM1D,chr17-q23.2
LYPD6B,chr2-q23.2
LYPD6,chr2-q23.2
MMADHC,chr2-q23.2
PEX19,chr1-q23.2
TANC2,chr17-q23.2
CADM3,chr1-q23.2
ACKR1,chr1-q23.2
OR10J1,chr1-q23.2
FCER1A,chr1-q23.2
IGSF9,chr1-q23.2
MTHFD1,chr14-q23.3
AKAP5,chr14-q23.3
FUT8,chr14-q23.3
MTFR2,chr6-q23.3
HBS1L,chr6-q23.3
BCLAF1,chr6-q23.3
FXYD2,chr11-q23.3
IL22RA2,chr6-q23.3
DSCAML1,chr11-q23.3
FXYD6-FXYD2,chr11-q23.3
TRIM29,chr11-q23.3
ALDH8A1,chr6-q23.3
ARHGEF12,chr11-q23.3
PERP,chr6-q23.3
NECTIN1,chr11-q23.3
SC5D,chr11-q23.3
GPHN,chr14-q23.3
CHST11,chr12-q23.3
NXPE2,chr11-q23.3
ALDH1L2,chr12-q23.3
EIF2S1,chr14-q23.3
FXYD6,chr11-q23.3
TREH,chr11-q23.3
FAM71D,chr14-q23.3
PALS1,chr14-q23.3
ATP6V1D,chr14-q23.3
ARFGEF3,chr6-q23.3
OAF,chr11-q23.3
POU2F3,chr11-q23.3
PDE7B,chr6-q23.3
CMKLR1,chr12-q23.3
APPL2,chr12-q23.3
OLIG3,chr6-q23.3
ZBTB25,chr14-q23.3
TMEM263,chr12-q23.3
IFNGR1,chr6-q23.3
MTERF2,chr12-q23.3
POLR3B,chr12-q23.3
MPHOSPH6,chr16-q23.3
CKAP4,chr12-q23.3
TLCD5,chr11-q23.3
RIC8B,chr12-q23.3
CRY1,chr12-q23.3
WSCD2,chr12-q23.3
HCFC2,chr12-q23.3
ESR2,chr14-q23.3
GRIK4,chr11-q23.3
CHURC1-FNTB,chr14-q23.3
RAB15,chr14-q23.3
FNTB,chr14-q23.3
MAX,chr14-q23.3
NOPCHAP1,chr12-q23.3
CCDC196,chr14-q23.3
TCP11L2,chr12-q23.3
PPP1R36,chr14-q23.3
PLEKHG3,chr14-q23.3
SPTB,chr14-q23.3
HSD17B2,chr16-q23.3
SDR42E1,chr16-q23.3
MINAR2,chr5-q23.3
TMPRSS13,chr11-q23.3
IL10RA,chr11-q23.3
TMPRSS4,chr11-q23.3
JAML,chr11-q23.3
CHURC1,chr14-q23.3
MPZL3,chr11-q23.3
MPZL2,chr11-q23.3
CD3G,chr11-q23.3
PAFAH1B2,chr11-q23.3
SIDT2,chr11-q23.3
TAGLN,chr11-q23.3
RNF214,chr11-q23.3
CEP164,chr11-q23.3
BTBD11,chr12-q23.3
MAP3K5,chr6-q23.3
PEX7,chr6-q23.3
SLC35D3,chr6-q23.3
ZBTB1,chr14-q23.3
GALNT13,chr2-q23.3
UBE4A,chr11-q23.3
HSPA2,chr14-q23.3
NT5DC3,chr12-q23.3
SLC12A2,chr5-q23.3
STRADA,chr17-q23.3
SCN4B,chr11-q23.3
CD3D,chr11-q23.3
CSMD3,chr8-q23.3
FTSJ3,chr17-q23.3
GH2,chr17-q23.3
CSH1,chr17-q23.3
PSMC5,chr17-q23.3
FMNL2,chr2-q23.3
C12orf75,chr12-q23.3
WASHC4,chr12-q23.3
FBN2,chr5-q23.3
AHI1,chr6-q23.3
TBCEL-TECTA,chr11-q23.3
STAM2,chr2-q23.3
SCN2B,chr11-q23.3
CADM1,chr11-q23.3
CHSY3,chr5-q23.3
TECTA,chr11-q23.3
MLYCD,chr16-q23.3
OSGIN1,chr16-q23.3
SLC38A8,chr16-q23.3
TRPS1,chr8-q23.3
RBM43,chr2-q23.3
GPX2,chr14-q23.3
RPRM,chr2-q23.3
FICD,chr12-q23.3
SART3,chr12-q23.3
ISCU,chr12-q23.3
TMEM119,chr12-q23.3
PBOV1,chr6-q23.3
RFX4,chr12-q23.3
LYRM7,chr5-q23.3
CENATAC,chr11-q23.3
RPS25,chr11-q23.3
TRAPPC4,chr11-q23.3
C2CD2L,chr11-q23.3
HINFP,chr11-q23.3
ABCG4,chr11-q23.3
NLRX1,chr11-q23.3
STAB2,chr12-q23.3
PDZD3,chr11-q23.3
CBL,chr11-q23.3
MCAM,chr11-q23.3
MAP7,chr6-q23.3
IL20RA,chr6-q23.3
BUD13,chr11-q23.3
ZPR1,chr11-q23.3
APOA5,chr11-q23.3
APOA4,chr11-q23.3
APOC3,chr11-q23.3
CSH2,chr17-q23.3
APOA1,chr11-q23.3
SIK3,chr11-q23.3
C1orf226,chr1-q23.3
SLAMF6,chr1-q23.3
SPATA46,chr1-q23.3
CD48,chr1-q23.3
CYB561,chr17-q23.3
RXRG,chr1-q23.3
ACE,chr17-q23.3
NFYB,chr12-q23.3
EID3,chr12-q23.3
MAP3K3,chr17-q23.3
SH2D1B,chr1-q23.3
LIMD2,chr17-q23.3
PECAM1,chr17-q23.3
MILR1,chr17-q23.3
POLG2,chr17-q23.3
DDX5,chr17-q23.3
NUF2,chr1-q23.3
TNFAIP3,chr6-q23.3
MYB,chr6-q23.3
LY9,chr1-q23.3
LMX1A,chr1-q23.3
BACE1,chr11-q23.3
PRPF40A,chr2-q23.3
RGS5,chr1-q23.3
DPAGT1,chr11-q23.3
TBCEL,chr11-q23.3
ITLN2,chr1-q23.3
HSP90B1,chr12-q23.3
C12orf73,chr12-q23.3
TDG,chr12-q23.3
TTC36,chr11-q23.3
TMEM25,chr11-q23.3
SLAMF7,chr1-q23.3
IFT46,chr11-q23.3
CD3E,chr11-q23.3
KMT2A,chr11-q23.3
GH1,chr17-q23.3
CD79B,chr17-q23.3
SCN4A,chr17-q23.3
PRR29,chr17-q23.3
ICAM2,chr17-q23.3
ERN1,chr17-q23.3
DDR2,chr1-q23.3
PCSK7,chr11-q23.3
DDX6,chr11-q23.3
SLC27A6,chr5-q23.3
ISOC1,chr5-q23.3
ARCN1,chr11-q23.3
UAP1,chr1-q23.3
UHMK1,chr1-q23.3
ADAMTS19,chr5-q23.3
NOS1AP,chr1-q23.3
ITLN1,chr1-q23.3
PHLDB1,chr11-q23.3
HYOU1,chr11-q23.3
NUAK1,chr12-q23.3
GLT8D2,chr12-q23.3
CD244,chr1-q23.3
H2AX,chr11-q23.3
PLCG2,chr16-q23.3
SLC37A4,chr11-q23.3
NECAB2,chr16-q23.3
ARL5A,chr2-q23.3
VPS11,chr11-q23.3
RNF26,chr11-q23.3
C1QTNF5,chr11-q23.3
MFRP,chr11-q23.3
USP2,chr11-q23.3
THY1,chr11-q23.3
CCDC153,chr11-q23.3
CXCR5,chr11-q23.3
BCL9L,chr11-q23.3
UPK2,chr11-q23.3
FOXR1,chr11-q23.3
HMBS,chr11-q23.3
CACNB4,chr2-q23.3
SMIM35,chr11-q23.3
ATP5MG,chr11-q23.3
PBX1,chr1-q23.3
SLC41A2,chr12-q23.3
PWP1,chr12-q23.3
PRDM4,chr12-q23.3
CD84,chr1-q23.3
ASCL4,chr12-q23.3
CDH13,chr16-q23.3
HSBP1,chr16-q23.3
UFC1,chr1-q23.3
USP21,chr1-q23.3
PPOX,chr1-q23.3
B4GALT3,chr1-q23.3
ADAMTS4,chr1-q23.3
FCER1G,chr1-q23.3
APOA2,chr1-q23.3
TOMM40L,chr1-q23.3
NR1I3,chr1-q23.3
PCP4L1,chr1-q23.3
CFAP126,chr1-q23.3
NMI,chr2-q23.3
TNFAIP6,chr2-q23.3
RIF1,chr2-q23.3
MPZ,chr1-q23.3
TXNRD1,chr12-q23.3
HSPA6,chr1-q23.3
FCGR3B,chr1-q23.3
FCGR2A,chr1-q23.3
TEX2,chr17-q23.3
CSHL1,chr17-q23.3
CEP95,chr17-q23.3
DDX42,chr17-q23.3
RND3,chr2-q23.3
CCDC47,chr17-q23.3
SMARCD2,chr17-q23.3
KCNH6,chr17-q23.3
DCAF7,chr17-q23.3
TACO1,chr17-q23.3
FCGR3A,chr1-q23.3
F11R,chr1-q23.3
TSTD1,chr1-q23.3
USF1,chr1-q23.3
ARHGAP30,chr1-q23.3
NECTIN4,chr1-q23.3
KLHDC9,chr1-q23.3
PFDN2,chr1-q23.3
NIT1,chr1-q23.3
DEDD,chr1-q23.3
SDHC,chr1-q23.3
NDUFS2,chr1-q23.3
NEB,chr2-q23.3
FCRLA,chr1-q23.3
FCRLB,chr1-q23.3
DUSP12,chr1-q23.3
ATF6,chr1-q23.3
OLFML2B,chr1-q23.3
ARL6IP6,chr2-q23.3
SLAMF1,chr1-q23.3
HSD17B7,chr1-q23.3
RGS4,chr1-q23.3
CCDC190,chr1-q23.3
FCGR2B,chr1-q23.3
RNLS,chr10-q23.31
HTR7,chr10-q23.31
ANKRD1,chr10-q23.31
LIPJ,chr10-q23.31
LIPF,chr10-q23.31
LIPM,chr10-q23.31
LIPN,chr10-q23.31
RPP30,chr10-q23.31
KIF20B,chr10-q23.31
IFIT1B,chr10-q23.31
IFIT1,chr10-q23.31
SLC16A12,chr10-q23.31
IFIT5,chr10-q23.31
CH25H,chr10-q23.31
LIPA,chr10-q23.31
IFIT3,chr10-q23.31
ATAD1,chr10-q23.31
KLLN,chr10-q23.31
IFIT2,chr10-q23.31
LIPK,chr10-q23.31
PTEN,chr10-q23.31
PANK1,chr10-q23.31
ANKRD22,chr10-q23.31
STAMBPL1,chr10-q23.31
ACTA2,chr10-q23.31
FAS,chr10-q23.31
PPP1R3C,chr10-q23.32
TNKS2,chr10-q23.32
FGFBP3,chr10-q23.32
MARCHF5,chr10-q23.32
CPEB3,chr10-q23.32
PCGF5,chr10-q23.32
HECTD2,chr10-q23.32
BTAF1,chr10-q23.32
MYOF,chr10-q23.33
HHEX,chr10-q23.33
CYP2C19,chr10-q23.33
CYP26C1,chr10-q23.33
CYP2C18,chr10-q23.33
EXOC6,chr10-q23.33
PDLIM1,chr10-q23.33
CYP26A1,chr10-q23.33
CEP55,chr10-q23.33
FFAR4,chr10-q23.33
PDE6C,chr10-q23.33
FRA10AC1,chr10-q23.33
LGI1,chr10-q23.33
SLC35G1,chr10-q23.33
NOC3L,chr10-q23.33
TBC1D12,chr10-q23.33
HELLS,chr10-q23.33
KIF11,chr10-q23.33
IDE,chr10-q23.33
CYP2C9,chr10-q23.33
CYP2C8,chr10-q23.33
ACSM6,chr10-q23.33
RBP4,chr10-q23.33
PLCE1,chr10-q23.33
SLC25A43,chrX-q24
SLC25A5,chrX-q24
PGRMC1,chrX-q24
KLHL13,chrX-q24
CT47A12,chrX-q24
RHOXF2,chrX-q24
WDR44,chrX-q24
CT47A11,chrX-q24
RHOXF1,chrX-q24
CT47A7,chrX-q24
GLUD2,chrX-q24
ZBTB33,chrX-q24
IL13RA1,chrX-q24
UBE2A,chrX-q24
RHOXF2B,chrX-q24
STEEP1,chrX-q24
SLC9B2,chr4-q24
TACR3,chr4-q24
BANK1,chr4-q24
CISD2,chr4-q24
TBCK,chr4-q24
ARHGEF38,chr4-q24
BDH2,chr4-q24
GSTCD,chr4-q24
PPA2,chr4-q24
CXXC4,chr4-q24
SLC9B1,chr4-q24
PPP3CA,chr4-q24
EMCN,chr4-q24
TMEM255A,chrX-q24
DDIT4L,chr4-q24
SEPTIN6,chrX-q24
ATP1B4,chrX-q24
LAMP2,chrX-q24
MCTS1,chrX-q24
C1GALT1C1,chrX-q24
CUL4B,chrX-q24
SOWAHD,chrX-q24
RPL39,chrX-q24
UPF3B,chrX-q24
RNF113A,chrX-q24
NDUFA1,chrX-q24
AKAP14,chrX-q24
NKAP,chrX-q24
DOCK11,chrX-q24
CT47A10,chrX-q24
CT47A9,chrX-q24
CT47A8,chrX-q24
CT47A6,chrX-q24
CT47A5,chrX-q24
CT47A4,chrX-q24
CT47A3,chrX-q24
CT47A2,chrX-q24
ZCCHC12,chrX-q24
LONRF3,chrX-q24
CT47A1,chrX-q24
GIMD1,chr4-q24
CT47B1,chrX-q24
NKRF,chrX-q24
NPNT,chr4-q24
KIAA1210,chrX-q24
TET2,chr4-q24
ZIC1,chr3-q24
SLC39A8,chr4-q24
NFKB1,chr4-q24
MANBA,chr4-q24
SLC9A9,chr3-q24
UBE2D3,chr4-q24
AIMP1,chr4-q24
PLOD2,chr3-q24
CHST2,chr3-q24
CPA3,chr3-q24
GYG1,chr3-q24
HLTF,chr3-q24
HPS3,chr3-q24
INTS12,chr4-q24
CENPE,chr4-q24
DIPK2A,chr3-q24
ZIC4,chr3-q24
PLSCR4,chr3-q24
PLSCR2,chr3-q24
PLSCR1,chr3-q24
CPB1,chr3-q24
AGTR1,chr3-q24
PLSCR5,chr3-q24
SLC10A1,chr14-q24.1
CCDC177,chr14-q24.1
SUSD6,chr14-q24.1
PLEKHD1,chr14-q24.1
SRSF5,chr14-q24.1
ARHGAP19-SLIT1,chr10-q24.1
TLL2,chr10-q24.1
PIK3AP1,chr10-q24.1
DNTT,chr10-q24.1
FRAT1,chr10-q24.1
UBTD1,chr10-q24.1
RRP12,chr10-q24.1
ARHGAP19,chr10-q24.1
PGAM1,chr10-q24.1
FRAT2,chr10-q24.1
ARIH1,chr15-q24.1
REC114,chr15-q24.1
TBC1D21,chr15-q24.1
NPTN,chr15-q24.1
MPI,chr15-q24.1
VTA1,chr6-q24.1
PML,chr15-q24.1
CCDC33,chr15-q24.1
NEO1,chr15-q24.1
UBL7,chr15-q24.1
TM9SF3,chr10-q24.1
ZDHHC16,chr10-q24.1
CYP1A2,chr15-q24.1
ISLR,chr15-q24.1
HCN4,chr15-q24.1
EDC3,chr15-q24.1
ABRACL,chr6-q24.1
SEMA7A,chr15-q24.1
EXOSC1,chr10-q24.1
CYP11A1,chr15-q24.1
CPLX3,chr15-q24.1
GOLGA6A,chr15-q24.1
STRA6,chr15-q24.1
ULK3,chr15-q24.1
STOML1,chr15-q24.1
JHY,chr11-q24.1
LOXL1,chr15-q24.1
HECA,chr6-q24.1
LMAN1L,chr15-q24.1
MMS19,chr10-q24.1
BLID,chr11-q24.1
SORL1,chr11-q24.1
OPALIN,chr10-q24.1
CRTAM,chr11-q24.1
HSPA8,chr11-q24.1
CLMP,chr11-q24.1
HEBP2,chr6-q24.1
UBASH3B,chr11-q24.1
TMEM225,chr11-q24.1
BSX,chr11-q24.1
PLEK2,chr14-q24.1
SLIT1,chr10-q24.1
SCAMP2,chr15-q24.1
PLEKHH1,chr14-q24.1
PIGH,chr14-q24.1
ARG2,chr14-q24.1
VTI1B,chr14-q24.1
RDH11,chr14-q24.1
RDH12,chr14-q24.1
TXLNB,chr6-q24.1
DCAF5,chr14-q24.1
GJE1,chr6-q24.1
RGS9,chr17-q24.1
CITED2,chr6-q24.1
GINS2,chr16-q24.1
ZFYVE26,chr14-q24.1
FOXC2,chr16-q24.1
GSE1,chr16-q24.1
WFDC1,chr16-q24.1
KLHL36,chr16-q24.1
IRF8,chr16-q24.1
MEAK7,chr16-q24.1
MTHFSD,chr16-q24.1
ZFP36L1,chr14-q24.1
COX4I1,chr16-q24.1
REPS1,chr6-q24.1
FOXL1,chr16-q24.1
COTL1,chr16-q24.1
ACTN1,chr14-q24.1
SMIM28,chr6-q24.1
CCDC28A,chr6-q24.1
C16orf74,chr16-q24.1
LCOR,chr10-q24.1
FOXF1,chr16-q24.1
EMC8,chr16-q24.1
CCDC148,chr2-q24.1
CC2D2B,chr10-q24.1
KCNJ3,chr2-q24.1
GNA13,chr17-q24.1
GALNT5,chr2-q24.1
CEP112,chr17-q24.1
OR10G6,chr11-q24.1
ALDH18A1,chr10-q24.1
ENTPD1,chr10-q24.1
TCTN3,chr10-q24.1
CD276,chr15-q24.1
CYTIP,chr2-q24.1
HSDL1,chr16-q24.1
DNAAF1,chr16-q24.1
ADAD2,chr16-q24.1
SCN3B,chr11-q24.1
ZNF202,chr11-q24.1
ECT2L,chr6-q24.1
USP10,chr16-q24.1
ATP2C2,chr16-q24.1
SORBS1,chr10-q24.1
GALNT16,chr14-q24.1
CCNJ,chr10-q24.1
ERH,chr14-q24.1
BLNK,chr10-q24.1
SLC39A9,chr14-q24.1
EXD2,chr14-q24.1
TMEM229B,chr14-q24.1
RAD51B,chr14-q24.1
ARID3B,chr15-q24.1
INSYN1,chr15-q24.1
NR4A2,chr2-q24.1
GPD2,chr2-q24.1
OR8D4,chr11-q24.1
HIGD2B,chr15-q24.1
BBS4,chr15-q24.1
ADPGK,chr15-q24.1
NMBR,chr6-q24.1
DAPL1,chr2-q24.1
CLK3,chr15-q24.1
OR10S1,chr11-q24.1
FAM78B,chr1-q24.1
CSK,chr15-q24.1
MGST3,chr1-q24.1
UCK2,chr1-q24.1
ZNF518A,chr10-q24.1
TAF1C,chr16-q24.1
UPP2,chr2-q24.1
SMURF2,chr17-q24.1
GPA33,chr1-q24.1
OR4D5,chr11-q24.1
ISLR2,chr15-q24.1
OR6T1,chr11-q24.1
OR6X1,chr11-q24.1
OR6M1,chr11-q24.1
CYP1A1,chr15-q24.1
ILDR2,chr1-q24.1
GOLGA6B,chr15-q24.1
NHSL1,chr6-q24.1
TADA1,chr1-q24.1
ERMN,chr2-q24.1
KCNG4,chr16-q24.1
GRAMD1B,chr11-q24.1
STYXL2,chr1-q24.1
MAEL,chr1-q24.1
CRISPLD2,chr16-q24.1
ZDHHC7,chr16-q24.1
CIBAR2,chr16-q24.1
KIAA0513,chr16-q24.1
MBTPS1,chr16-q24.1
LRRC52,chr1-q24.1
LRRC37A3,chr17-q24.1
AXIN2,chr17-q24.1
POGK,chr1-q24.1
ACVR1C,chr2-q24.1
ACVR1,chr2-q24.1
TMCO1,chr1-q24.1
PKP4,chr2-q24.1
ALDH9A1,chr1-q24.1
MED30,chr8-q24.11
SSH1,chr12-q24.11
ALKBH2,chr12-q24.11
USP30,chr12-q24.11
CUX2,chr12-q24.11
DAO,chr12-q24.11
CCDC63,chr12-q24.11
MYL2,chr12-q24.11
SVOP,chr12-q24.11
FAM222A,chr12-q24.11
TRPV4,chr12-q24.11
GLTP,chr12-q24.11
SELPLG,chr12-q24.11
CORO1C,chr12-q24.11
UNG,chr12-q24.11
FOXN4,chr12-q24.11
MYO1H,chr12-q24.11
KCTD10,chr12-q24.11
UBE3B,chr12-q24.11
MMAB,chr12-q24.11
MVK,chr12-q24.11
EXT1,chr8-q24.11
SLC30A8,chr8-q24.11
UTP23,chr8-q24.11
AARD,chr8-q24.11
EIF3H,chr8-q24.11
RAD21,chr8-q24.11
ARPC3,chr12-q24.11
GPN3,chr12-q24.11
FAM216A,chr12-q24.11
VPS29,chr12-q24.11
RAD9B,chr12-q24.11
PPTC7,chr12-q24.11
HVCN1,chr12-q24.11
PPP1CC,chr12-q24.11
TCTN1,chr12-q24.11
ATP2A2,chr12-q24.11
ANAPC7,chr12-q24.11
TCHP,chr12-q24.11
ANKRD13A,chr12-q24.11
IFT81,chr12-q24.11
C12orf76,chr12-q24.11
GIT2,chr12-q24.11
ACACB,chr12-q24.11
ALDH2,chr12-q24.12
SH2B3,chr12-q24.12
TNFRSF11B,chr8-q24.12
MTBP,chr8-q24.12
DSCC1,chr8-q24.12
MRPL13,chr8-q24.12
CCN3,chr8-q24.12
DEPTOR,chr8-q24.12
MAPKAPK5,chr12-q24.12
MAL2,chr8-q24.12
COLEC10,chr8-q24.12
BRAP,chr12-q24.12
SNTB1,chr8-q24.12
ACAD10,chr12-q24.12
ATXN2,chr12-q24.12
ENPP2,chr8-q24.12
SAMD12,chr8-q24.12
COL14A1,chr8-q24.12
TAF2,chr8-q24.12
PHETA1,chr12-q24.12
FBXO32,chr8-q24.13
ZNF572,chr8-q24.13
ANXA13,chr8-q24.13
WASHC5,chr8-q24.13
FAM91A1,chr8-q24.13
TBC1D31,chr8-q24.13
RPH3A,chr12-q24.13
SQLE,chr8-q24.13
TMEM116,chr12-q24.13
ZHX2,chr8-q24.13
DERL1,chr8-q24.13
NSMCE2,chr8-q24.13
NTAQ1,chr8-q24.13
TRIB1,chr8-q24.13
HAS2,chr8-q24.13
ATAD2,chr8-q24.13
FER1L6,chr8-q24.13
TRMT12,chr8-q24.13
RNF139,chr8-q24.13
TATDN1,chr8-q24.13
NDUFB9,chr8-q24.13
MTSS1,chr8-q24.13
TPCN1,chr12-q24.13
TMEM65,chr8-q24.13
KLHL38,chr8-q24.13
C8orf76,chr8-q24.13
ZHX1-C8orf76,chr8-q24.13
ZHX1,chr8-q24.13
FAM83A,chr8-q24.13
OAS1,chr12-q24.13
OAS3,chr12-q24.13
OAS2,chr12-q24.13
PLBD2,chr12-q24.13
SDS,chr12-q24.13
SDSL,chr12-q24.13
LHX5,chr12-q24.13
SLC8B1,chr12-q24.13
ERP29,chr12-q24.13
NAA25,chr12-q24.13
TRAFD1,chr12-q24.13
HECTD4,chr12-q24.13
CFAP73,chr12-q24.13
DDX54,chr12-q24.13
RITA1,chr12-q24.13
IQCD,chr12-q24.13
DTX1,chr12-q24.13
RPL6,chr12-q24.13
PTPN11,chr12-q24.13
RASAL1,chr12-q24.13
PCNX1,chr14-q24.2
DCAF4,chr14-q24.2
ZFYVE1,chr14-q24.2
PSEN1,chr14-q24.2
RGS6,chr14-q24.2
RBM25,chr14-q24.2
CRTAC1,chr10-q24.2
PI4K2A,chr10-q24.2
CPN1,chr10-q24.2
ANKRD2,chr10-q24.2
SMOC1,chr14-q24.2
SFRP5,chr10-q24.2
PAPLN,chr14-q24.2
MARVELD1,chr10-q24.2
HOGA1,chr10-q24.2
C10orf62,chr10-q24.2
MORN4,chr10-q24.2
GOT1,chr10-q24.2
AVPI1,chr10-q24.2
CUTC,chr10-q24.2
SLC8A3,chr14-q24.2
GOLGA7B,chr10-q24.2
ENTPD7,chr10-q24.2
COX5A,chr15-q24.2
ODF3L1,chr15-q24.2
PPCDC,chr15-q24.2
PEX3,chr6-q24.2
UBE2Q2,chr15-q24.2
ADGRG6,chr6-q24.2
CSPG4,chr15-q24.2
C15orf39,chr15-q24.2
FBXO22,chr15-q24.2
CNNM1,chr10-q24.2
STX11,chr6-q24.2
DNMBP,chr10-q24.2
TBRG1,chr11-q24.2
NRGN,chr11-q24.2
HPSE2,chr10-q24.2
ADAT2,chr6-q24.2
SLC25A28,chr10-q24.2
ACRV1,chr11-q24.2
SIAE,chr11-q24.2
FEZ1,chr11-q24.2
HIVEP2,chr6-q24.2
CCDC15,chr11-q24.2
VSIG2,chr11-q24.2
STT3A,chr11-q24.2
ROBO3,chr11-q24.2
SF3B5,chr6-q24.2
KIRREL3,chr11-q24.2
FAM219B,chr15-q24.2
EI24,chr11-q24.2
SCAMP5,chr15-q24.2
FAM118B,chr11-q24.2
PANX3,chr11-q24.2
ROBO4,chr11-q24.2
HEPACAM,chr11-q24.2
COX15,chr10-q24.2
PKNOX2,chr11-q24.2
ESAM,chr11-q24.2
HEPN1,chr11-q24.2
COMMD4,chr15-q24.2
SNUPN,chr15-q24.2
NRG4,chr15-q24.2
FUCA2,chr6-q24.2
ZC2HC1B,chr6-q24.2
AIG1,chr6-q24.2
CACNG5,chr17-q24.2
LTV1,chr6-q24.2
PRKCA,chr17-q24.2
NEIL1,chr15-q24.2
VWA5A,chr11-q24.2
CACNG4,chr17-q24.2
APOH,chr17-q24.2
CACNG1,chr17-q24.2
PSMD12,chr17-q24.2
HELZ,chr17-q24.2
COX16,chr14-q24.2
SYNJ2BP-COX16,chr14-q24.2
SYNJ2BP,chr14-q24.2
ADAM21,chr14-q24.2
ADAM20,chr14-q24.2
MED6,chr14-q24.2
TTC9,chr14-q24.2
MAP3K9,chr14-q24.2
OR8A1,chr11-q24.2
SLC37A2,chr11-q24.2
MVD,chr16-q24.2
MAP1LC3B,chr16-q24.2
ZCCHC14,chr16-q24.2
SIN3A,chr15-q24.2
SNAI3,chr16-q24.2
JPH3,chr16-q24.2
SLC7A5,chr16-q24.2
KLHDC4,chr16-q24.2
IL17C,chr16-q24.2
FBXO31,chr16-q24.2
CYBA,chr16-q24.2
ZFPM1,chr16-q24.2
ABCC2,chr10-q24.2
RPP25,chr15-q24.2
SNX33,chr15-q24.2
